# Column descriptions:
# id	Object ID, according to EcoCyc
# rna-count-avg	A floating point number
# rna-count-std	A floating point number
# rna-concentration-avg	A floating point number in mM units
# rna-concentration-std	A floating point number in mM units
# relative-rna-count-to-total-rna-counts	A floating point number
# relative-rna-count-to-total-rna-type-counts	A floating point number
# relative-rna-mass-to-total-rna-mass	A floating point number
# relative-rna-mass-to-total-rna-type-mass	A floating point number
# relative-rna-mass-to-total-cell-dry-mass	A floating point number
id	rna-count-avg	rna-count-std	rna-concentration-avg	rna-concentration-std	relative-rna-count-to-total-rna-counts	relative-rna-count-to-total-rna-type-counts	relative-rna-mass-to-total-rna-mass	relative-rna-mass-to-total-rna-type-mass	relative-rna-mass-to-total-cell-dry-mass
EG10015	3.118591290786312	2.0298609127005376	1.6437462947830958e-06	9.79681632905766e-07	4.526758578996588e-06	0.00014634757683050815	1.0691841245000364e-05	0.0002236363229422655	1.6464465170216145e-06
EG10016	0.023865728093022762	0.15377341641586584	1.3492787582270575e-08	8.829492021384278e-08	3.4642048064544945e-08	1.1199580676148908e-06	6.211900499901795e-08	1.2993146404328332e-06	9.565763003571223e-09
EG10017	3.9094651297258016	2.2921519198757316	2.0920086683409898e-06	1.195174291884257e-06	5.674743230239755e-06	0.00018346127949792404	1.2859726910451936e-05	0.00026898098974673595	1.9802812346716618e-06
EG10018	0.49298987337743283	0.6825250753413139	2.609493038603459e-07	3.69389785356598e-07	7.155942958165113e-07	2.3134763950608993e-05	3.232779353328756e-06	6.761855801031335e-05	4.978186810505094e-07
EG10020	2.4716332560619163	1.659213916903906	1.3233538105398097e-06	8.713438216174671e-07	3.58767340852495e-06	0.00011598747771374619	5.837904381237683e-06	0.00012210875934199234	8.989842923162183e-07
EG10021	1.1477510834796538	1.12821810089975	6.117046309816257e-07	5.930248375708608e-07	1.6660060839149436e-06	5.386104628974515e-05	3.7126981248659802e-06	7.765679809620515e-05	5.717218163238885e-07
EG10022	3.3656405659026167	2.6598529650059204	1.8210059948721646e-06	1.434658906091362e-06	4.885360371053042e-06	0.00015794097250175967	1.487204491920697e-05	0.0003110717194682342	2.2901599450578523e-06
EG10023	3.3656405659026167	2.6598529650059204	1.8210059948721646e-06	1.434658906091362e-06	4.885360371053042e-06	0.00015794097250175967	1.823291397887145e-05	0.00038136947091916006	2.807703278395113e-06
EG10024	10.707128951319007	4.619774782517784	5.6523913441781465e-06	2.017325529855154e-06	1.5541821071585605e-05	0.0005024583957079633	9.640701740195732e-05	0.0020165012165408373	1.484580572987075e-05
EG10025	10.707128951319007	4.619774782517784	5.6523913441781465e-06	2.017325529855154e-06	1.5541821071585605e-05	0.0005024583957079633	6.878101130591263e-05	0.0014386607605025442	1.0591651513231976e-05
EG10026	0.461893874692992	0.7033911144205737	2.5079396481787867e-07	3.8209039439438595e-07	6.704572240773775e-07	2.1675507628680012e-05	2.707208306786874e-06	5.662543029730073e-05	4.168855097474916e-07
EG10027	4.07890702497971	2.163900086898805	2.191412051931825e-06	1.1097667820707365e-06	5.920694841548423e-06	0.00019141275773658926	1.6564880307312776e-05	0.0003464799782393372	2.550841231355575e-06
EG10028	0.5264729753385708	0.7661350384069625	2.845113290960984e-07	4.193059160145146e-07	7.641963423564997e-07	2.4706040972788412e-05	1.3194628899223524e-06	2.759859805241619e-05	2.0318531015111956e-07
EG10029	0.18273010349418872	0.42845790742228573	9.776038405824478e-08	2.3190877870863634e-07	2.6523997103342515e-07	8.57506013672597e-06	6.582644168340133e-07	1.3768613873997758e-05	1.0136674605811439e-07
EG10030	0.5546036612859591	0.7907759274709228	2.9168647094626587e-07	4.111314800885252e-07	8.050291453985716e-07	2.602614269151741e-05	1.874916358600841e-06	3.9216762637386116e-05	2.8872010326272835e-07
EG10031	2.7640852355009997	2.2004969468261595	1.4897315480213615e-06	1.1973913336194472e-06	4.01217902129366e-06	0.00012971150710376097	2.494802469015041e-05	0.0005218263513767596	3.841769384377535e-06
EG10032	10.828383188427324	4.958392526044317	5.687558429641497e-06	2.036360325199011e-06	1.5717826391581022e-05	0.0005081485494109065	2.367538866045743e-05	0.000495207209210066	3.6457949857206135e-06
EG10033	0.5795091054728321	0.7882507590958089	3.117301384579214e-07	4.2411373527305817e-07	8.411803824874888e-07	2.7194891997463598e-05	2.437586174708685e-06	5.09858682405768e-05	3.753661483858872e-07
EG10034	7.573562565976882	4.131725091792035	3.941876504712493e-06	1.7944122498841465e-06	1.0993325550671657e-05	0.00035540807568455073	6.75088801460378e-05	0.001412052178465496	1.039575485994506e-05
EG10035	3.437158180072462	2.1217795307075757	1.8282362368922915e-06	1.083065801010569e-06	4.989171016086648e-06	0.00016129711268126267	1.677688417615002e-05	0.00035091436559974305	2.5834879030974894e-06
EG10036	0.3701813668022895	0.5855864033689062	1.98620484979802e-07	3.146908405268724e-07	5.373328922285407e-07	1.7371672325058355e-05	1.864721488431569e-06	3.900352122972905e-05	2.871501857810659e-07
EG10037	0.18273010349418872	0.42845790742228573	9.776038405824478e-08	2.3190877870863634e-07	2.6523997103342515e-07	8.57506013672597e-06	4.014356701990619e-07	8.396645173081144e-06	6.181744994731826e-08
EG10039	4.256077830176168	2.2293383651485206	2.2876461891715547e-06	1.1459984068623586e-06	6.177865271267856e-06	0.00019972693410917643	2.08415544701106e-05	0.00043593320357950303	3.2094102391087918e-06
EG10040	0.3085622742198151	0.5603876414455343	1.688494907193738e-07	3.1522933784939906e-07	4.478903427024784e-07	1.4480044649260494e-05	1.182050441332707e-06	2.472440510239915e-05	1.8202504016659963e-07
EG10041	0.7571361126288373	0.8729657846907762	3.9897257152439126e-07	4.557104587448143e-07	1.0990130073910868e-06	3.553047677054309e-05	1.4121200137060994e-06	2.9536664469843883e-05	2.1745366629626223e-07
EG10042	0.7571361126288373	0.8729657846907762	3.9897257152439126e-07	4.557104587448143e-07	1.0990130073910868e-06	3.553047677054309e-05	2.1863644350335846e-06	4.57311787238979e-05	3.3668028046004284e-07
EG10043	0.7888050160996855	0.8843362163195818	4.2661309581211225e-07	4.893940462756291e-07	1.1449816730824258e-06	3.7016618060532176e-05	1.9813553408185273e-06	4.1443097845272916e-05	3.0511074052827724e-07
EG10044	2.2573138192061024	1.6455716248108643	1.199522225414736e-06	8.550030435406398e-07	3.2765802709602142e-06	0.0001059300103103728	2.596402134960382e-06	5.430774859414477e-05	3.9982236491698483e-07
EG10045	1.7228201768578295	1.3382389124221505	9.281544222094612e-07	7.236440121248084e-07	2.500741613272843e-06	8.084757978474294e-05	5.910368865287688e-06	0.00012362446560675096	9.101431652023725e-07
EG10046	0.09594033302743046	0.3121378032307097	4.979733029712873e-08	1.6449970088674815e-07	1.392611872183507e-07	4.502236410509649e-06	3.395282026247505e-07	7.101755163611492e-06	5.228426178732609e-08
EG10047	2.619426776933156	1.8088626487490511	1.3765245914941038e-06	9.091142590737684e-07	3.802201548361866e-06	0.0001229230526685847	3.3411307446742147e-06	6.988489419983614e-05	5.145038119655047e-07
EG10048	2.619426776933156	1.8088626487490511	1.3765245914941038e-06	9.091142590737684e-07	3.802201548361866e-06	0.0001229230526685847	7.478352133182495e-06	0.00015642125003627696	1.1515983580935653e-06
EG10049	0.18237469033965828	0.41322782139219505	9.902473868368733e-08	2.3029947933610046e-07	2.647240747852979e-07	8.558381499133128e-06	8.010338068098528e-07	1.6754855501728363e-05	1.2335193639873413e-07
EG10050	0.0019362059910987572	0.04395972130766044	1.0834904781780834e-09	2.541626969350552e-08	2.810479560693244e-09	9.086123464757393e-08	4.892878936437084e-09	1.0234209701328342e-07	7.53458950475184e-10
EG10051	4.712704163638582	2.844043702073832	2.456742214933137e-06	1.295791719321725e-06	6.840676450951349e-06	0.00022115524939263716	8.789002931688172e-06	0.0001838355296278501	1.3534266861413968e-06
EG10052	0.036135438935245845	0.18662708535533104	2.023590771678889e-08	1.0732898687333727e-07	5.245201854093802e-08	1.6957444669021194e-06	1.8351050358947535e-07	3.8384047521491505e-06	2.825895208770133e-08
EG10053	0.036135438935245845	0.18662708535533104	2.023590771678889e-08	1.0732898687333727e-07	5.245201854093802e-08	1.6957444669021194e-06	2.077658288374282e-07	4.345742228073362e-06	3.1994052044632745e-08
EG10054	0.6654978701734098	0.8571788063016046	3.476828862647617e-07	4.474977256898539e-07	9.659964747582765e-07	3.123012655537366e-05	1.9760467890037854e-06	4.1332061309956566e-05	3.042932717270174e-07
EG10055	0.036135438935245845	0.18662708535533104	2.023590771678889e-08	1.0732898687333727e-07	5.245201854093802e-08	1.6957444669021194e-06	8.503234338077067e-08	1.778582394658348e-06	1.3094209162422992e-08
EG10056	0.3415891742214065	0.5873973582733187	1.8008931499929177e-07	3.084241583487752e-07	4.958301940583034e-07	1.6029913270947604e-05	1.6378637816800531e-06	3.425844297739834e-05	2.522161578076145e-07
EG10057	0.23984022322067974	0.49727047742230496	1.2811179237050816e-07	2.6647771115532773e-07	3.48137568157873e-07	1.1255093156495233e-05	8.058719249494151e-07	1.6856052192354303e-05	1.240969626834768e-07
EG10058	0.23984022322067974	0.49727047742230496	1.2811179237050816e-07	2.6647771115532773e-07	3.48137568157873e-07	1.1255093156495233e-05	1.229455534838808e-06	2.5715955627468546e-05	1.893249943376084e-07
EG10059	0.23984022322067974	0.49727047742230496	1.2811179237050816e-07	2.6647771115532773e-07	3.48137568157873e-07	1.1255093156495233e-05	7.978153394167474e-07	1.668753630040368e-05	1.228563216296686e-07
EG10060	0.266029398503021	0.48772482829452046	1.3941777887216749e-07	2.604457759497071e-07	3.861521916952498e-07	1.2484084705687212e-05	1.063276530773776e-06	2.2240065874925713e-05	1.637349358831833e-07
EG10061	10.171834303204554	4.349977762333507	5.376148630596161e-06	1.9467620555726945e-06	1.4764819722353948e-05	0.0004773383760140271	2.46583765817197e-05	0.0005157679151886131	3.797166204405083e-06
EG10062	0.7425217359015028	0.9386571649309604	3.9336712924512577e-07	4.93420872917711e-07	1.0777996616658543e-06	3.4844661150120986e-05	5.878066876297229e-06	0.00012294881976839493	9.051689520572718e-07
EG10063	0.7797340236482364	0.9854492342429134	4.173352791343821e-07	5.308718499533714e-07	1.1318147688391779e-06	3.6590939399580524e-05	3.5162839874289e-06	7.354849397311078e-05	5.41475821731675e-07
EG10064	0.7643398598505143	0.9903166410064022	4.175260495364033e-07	5.472681282632568e-07	1.1094695313456661e-06	3.5868530350409954e-05	2.0186319966508953e-06	4.222279650062223e-05	3.108510072190228e-07
EG10065	0.7643398598505143	0.9903166410064022	4.175260495364033e-07	5.472681282632568e-07	1.1094695313456661e-06	3.5868530350409954e-05	2.5952013746104307e-06	5.428263284249409e-05	3.9963745872069437e-07
EG10066	0.633420506808549	0.8301978421102288	3.482589509716009e-07	4.661664986282043e-07	9.194349133787914e-07	2.972481727889728e-05	2.6207090397924625e-06	5.481616493649328e-05	4.0356540766175706e-07
EG10067	0.9783357115954868	1.106636845104741	5.208376183989496e-07	5.833619981492512e-07	1.4200929723262859e-06	4.5910812725527156e-05	3.345927055970356e-06	6.998521643595773e-05	5.152424003757821e-07
EG10068	10.523247733578055	4.166465017074786	5.602514030539901e-06	1.947329643305246e-06	1.527491021270377e-05	0.0004938293167002276	4.785037090838229e-05	0.0010008641875764966	7.368522849807404e-06
EG10069	0.49494729806432447	0.7607685396097571	2.713216827650661e-07	4.19824969082876e-07	7.184355751532121e-07	2.322662092481435e-05	1.6858902631162866e-06	3.5262990787839924e-05	2.59611800080405e-07
EG10070	1.4552471182358777	1.2812902775463593	7.9239227616972e-07	6.999463907886878e-07	2.1123487378730404e-06	6.829105502622712e-05	2.3171806227099697e-06	4.846740071998787e-05	3.5682478612884376e-07
EG10071	2.7172343551903584	1.867458081877674	1.4554421557591666e-06	9.76078119605057e-07	3.944173115868886e-06	0.00012751291416017915	1.596054549476561e-05	0.00033383938507983347	2.4577791549149556e-06
EG10072	2.937383628715261	1.9154726392691894	1.5735060189533596e-06	9.747437930386574e-07	4.263728491891708e-06	0.000137843961007053	7.77714386674844e-06	0.00016267093922348584	1.1976095733531016e-06
EG10073	7.878087983322105	3.434228469837924	4.237911025985465e-06	1.6736949926176143e-06	1.143535623598869e-05	0.00036969868088294324	3.418700974699753e-05	0.0007150739500350352	5.26448923394262e-06
EG10074	1.7500437635600727	1.4141199015397738	9.495803992435529e-07	7.77293365222836e-07	2.54025772589059e-06	8.212511363737677e-05	6.446488056608148e-06	0.00013483822400984672	9.927006550707124e-07
EG10075	2.2043784778768574	1.6566336842072453	1.1711029416602724e-06	8.509183714040055e-07	3.1997425297652613e-06	0.00010344588904859708	8.098081438781987e-06	0.00016938384272241903	1.2470310467502207e-06
EG10076	1.0227252231941564	1.042183296030996	5.419398509421418e-07	5.518833206371294e-07	1.484526103734179e-06	4.799389988040633e-05	2.623133328933492e-06	5.486687267679968e-05	4.0393872618763467e-07
EG10077	1.7392063146838679	1.3930147328851827	9.348442952575342e-07	7.416838348960333e-07	2.5245267402947096e-06	8.161653965823981e-05	4.808927610343231e-06	0.00010058612575973199	7.405312081640827e-07
EG10078	0.9213316853479601	1.844756147241979	4.796416837599287e-07	9.487645557318545e-07	1.3373493740818757e-06	4.32357584035468e-05	3.3375473909881257e-06	6.980994283984158e-05	5.139520080188761e-07
EG10079	1.4089585333637469	2.5140850783140722	7.499727487332663e-07	1.3160046599249291e-06	2.045159026512467e-06	6.61188491809265e-05	5.027059961532379e-06	0.00010514869976516843	7.74121610568631e-07
EG10080	0.3715287539851363	0.7733940949776528	2.0019966325433512e-07	4.2341217394568105e-07	5.392886780050231e-07	1.7434901786977485e-05	1.3132290456642943e-06	2.746820760088205e-05	2.0222535471115876e-07
EG10081	1.7500437635600727	1.4141199015397738	9.495803992435529e-07	7.77293365222836e-07	2.54025772589059e-06	8.212511363737677e-05	3.0990545354365396e-06	6.482149753454882e-05	4.772262727259897e-07
EG10082	0.3233198771437514	0.7349213930253055	1.6969280581337907e-07	3.752029683743481e-07	4.6931158691576225e-07	1.517258151169762e-05	5.753469950081716e-07	1.2034268320218133e-05	8.859821562100122e-08
EG10083	0.3233198771437514	0.7349213930253055	1.6969280581337907e-07	3.752029683743481e-07	4.6931158691576225e-07	1.517258151169762e-05	7.410854019410436e-07	1.550094230531013e-05	1.1412042611575019e-07
EG10084	0.5540519751953447	1.1324179351068002	2.918400043116599e-07	5.944950412685688e-07	8.042283512223742e-07	2.6000253463015088e-05	2.5699265742613243e-06	5.375397147504092e-05	3.9574536885051765e-07
EG10085	0.15747455082673342	0.3825733595729211	8.479519177379052e-08	2.1024298555498685e-07	2.2858053764038255e-07	7.3898811280763815e-06	7.595321576902395e-07	1.58867846061293e-05	1.1696105908603622e-07
EG10086	0.14864226870295416	0.3744780413371821	7.9914464841082e-08	2.055619077793886e-07	2.1576013087722024e-07	6.9754045371497774e-06	7.324330819801012e-07	1.531996571047994e-05	1.127880473666258e-07
EG10087	0.2655997199132155	0.5336674831302977	1.407421713104255e-07	2.8314048217443525e-07	3.8552849623109593e-07	1.2463920979642132e-05	9.098870983800315e-07	1.903168970727742e-05	1.401143553932983e-07
EG10088	26.527565738171905	8.20548555428317	1.4234809620858656e-05	3.5926775754186808e-06	3.8505810665202e-05	0.0012448713547245915	9.896174362133849e-05	0.002069937249188045	1.5239210382021828e-05
EG10089	0.06549680923862015	0.25280894155853834	3.718153246221173e-08	1.4542359430363262e-07	9.507120859145065e-08	3.073599079982453e-06	3.6631953671192497e-07	7.662137169355842e-06	5.6409884089735176e-08
EG10090	0.038745338517768006	0.1929874018194539	2.0787978018810187e-08	1.0585875332229749e-07	5.624039098987248e-08	1.8182204325092602e-06	1.619405418708938e-07	3.387235789365991e-06	2.4937373743049525e-08
EG10091	7.60895004588543	3.7161209170150737	4.0478170025098e-06	1.7250603422877228e-06	1.1044691877108327e-05	0.000357068720332041	2.562549317820324e-05	0.0005359966479707384	3.9460933831151775e-06
EG10092	0.2283927368404301	0.5190383298223685	1.2453505935152772e-07	2.8945299168855037e-07	3.315210890017743e-07	1.0717891665072042e-05	1.2856092148815711e-06	2.6890496311030632e-05	1.9797215143672694e-07
EG10093	0.3522674828791648	0.6251021920867077	1.8409207723684248e-07	3.275613329520155e-07	5.113301813341267e-07	1.653101920340121e-05	5.466899231169493e-07	1.1434861535438016e-05	8.418528662942983e-08
EG10094	11.207163431699671	4.378742593197691	6.032021949539192e-06	2.1143754458129113e-06	1.626764089303664e-05	0.0005259237451917557	5.30289900221409e-05	0.0011091829803813434	8.165983194330984e-06
EG10095	0.8372419939208436	0.8978836842571665	4.4357557712120533e-07	4.799136257288777e-07	1.2152898617637681e-06	3.928964253605819e-05	4.0640172127677606e-06	8.500517778099742e-05	6.258217674347017e-07
EG10096	15.458960389999628	5.110093656096886	8.308633940548536e-06	2.3296593280508078e-06	2.2439292309494965e-05	0.0007254497888451498	6.220590208926932e-05	0.0013011322268796286	9.579144366828053e-06
EG10097	4.473516415313533	2.3468025919269824	2.413437820375431e-06	1.2319587610118492e-06	6.493485975905709e-06	0.00020993077522754372	2.6831535074583143e-05	0.0005612228712975054	4.131812889622568e-06
EG10098	21.640290059571488	6.939651955032377	1.1627507254000115e-05	3.04677726758628e-06	3.1411736757092144e-05	0.0010155239070551952	0.00011258125005928965	0.0023548101976613657	1.7336490768485087e-05
EG10099	21.640290059571488	6.939651955032377	1.1627507254000115e-05	3.04677726758628e-06	3.1411736757092144e-05	0.0010155239070551952	5.944623363929586e-05	0.0012434095119094226	9.154180471136286e-06
EG10100	21.640290059571488	6.939651955032377	1.1627507254000115e-05	3.04677726758628e-06	3.1411736757092144e-05	0.0010155239070551952	3.082880217119764e-05	0.0006448318676172915	4.747355744965985e-06
EG10101	21.640290059571488	6.939651955032377	1.1627507254000115e-05	3.04677726758628e-06	3.1411736757092144e-05	0.0010155239070551952	0.00010121101634432772	0.002116984251620752	1.558557796789756e-05
EG10102	21.640290059571488	6.939651955032377	1.1627507254000115e-05	3.04677726758628e-06	3.1411736757092144e-05	0.0010155239070551952	1.7590886146147888e-05	0.00036794047020293364	2.7088368189335177e-06
EG10103	21.640290059571488	6.939651955032377	1.1627507254000115e-05	3.04677726758628e-06	3.1411736757092144e-05	0.0010155239070551952	3.4607039486386216e-05	0.0007238595187963753	5.329170001793094e-06
EG10104	21.640290059571488	6.939651955032377	1.1627507254000115e-05	3.04677726758628e-06	3.1411736757092144e-05	0.0010155239070551952	6.331746001552006e-05	0.0013243821724846744	9.750314199432803e-06
EG10105	21.640290059571488	6.939651955032377	1.1627507254000115e-05	3.04677726758628e-06	3.1411736757092144e-05	0.0010155239070551952	3.9100728562609895e-05	0.000817851945210527	6.021157336676713e-06
EG10106	7.0039625914393175	3.098925283503755	3.768973336731111e-06	1.5420159223091551e-06	1.0166528663579717e-05	0.00032867819406057116	9.032687586358e-06	0.0001889325694060361	1.3909519113798812e-06
EG10107	0.452870624307077	0.8640777511531065	2.5252036675929044e-07	4.905150777537042e-07	6.57359619330147e-07	2.1252069381733373e-05	1.9190089487313685e-06	4.013902705376085e-05	2.9550996197680305e-07
EG10108	19.228610228472306	6.788394974672799	1.0229447747374245e-05	2.709987616222124e-06	2.791108811567666e-05	0.0009023498914619611	3.062489354700492e-05	0.000640566804763688	4.71595566743025e-06
EG10109	0.8236620286134113	1.0329743865242111	4.2440781710163236e-07	5.177696181229651e-07	1.195578005118906e-06	3.865236921907795e-05	4.658272026836611e-06	9.743493225113993e-05	7.173316155915384e-07
EG10110	0.8236620286134113	1.0329743865242111	4.2440781710163236e-07	5.177696181229651e-07	1.195578005118906e-06	3.865236921907795e-05	4.108417794799189e-06	8.593388432222557e-05	6.326590541063085e-07
EG10111	0.8236620286134113	1.0329743865242111	4.2440781710163236e-07	5.177696181229651e-07	1.195578005118906e-06	3.865236921907795e-05	1.641439919845188e-06	3.433324341366167e-05	2.527668506295013e-07
EG10112	0.3242110623670516	0.5713431736481931	1.6911386569899472e-07	3.0150444922349455e-07	4.706051775080813e-07	1.5214402573124447e-05	2.2268015059700605e-06	4.657698232755856e-05	3.429072223942068e-07
EG10113	5.670171287921788	2.6826920258457494	3.0382220258316925e-06	1.337002686748364e-06	8.230477843574162e-06	0.00026608675226308604	9.16761261606301e-06	0.000191754734159952	1.4117291414309474e-06
EG10114	0.013442043784778769	0.11515795779579267	7.007058257011298e-09	6.128433230804794e-08	1.9511658100812822e-08	6.308010098546639e-07	6.431266078339226e-08	1.3451983289554162e-06	9.903566085656483e-09
EG10115	0.013442043784778769	0.11515795779579267	7.007058257011298e-09	6.128433230804794e-08	1.9511658100812822e-08	6.308010098546639e-07	8.519242868003328e-08	1.7819308251918584e-06	1.3118860845641778e-08
EG10116	0.013442043784778769	0.11515795779579267	7.007058257011298e-09	6.128433230804794e-08	1.9511658100812822e-08	6.308010098546639e-07	3.80675377571838e-08	7.962411686072646e-07	5.862055329451531e-09
EG10117	1.252284988303194	1.1040190217850783	6.719646254574878e-07	5.762548157013121e-07	1.8177411804163712e-06	5.876655722115636e-05	5.4628853132885615e-06	0.0001142646580812675	8.412347593692856e-07
EG10118	1.330810076758632	1.2874758338147214	7.048679234960172e-07	6.703069114040115e-07	1.9317234514764862e-06	6.245154038961674e-05	4.6986065715854205e-06	9.827859136171567e-05	7.235427694232868e-07
EG10119	1.330810076758632	1.2874758338147214	7.048679234960172e-07	6.703069114040115e-07	1.9317234514764862e-06	6.245154038961674e-05	3.4037370244947856e-06	7.11944009434678e-05	5.241446108692912e-07
EG10120	1.330810076758632	1.2874758338147214	7.048679234960172e-07	6.703069114040115e-07	1.9317234514764862e-06	6.245154038961674e-05	3.0571293959603307e-06	6.394456868605088e-05	4.707701817417985e-07
EG10121	1.330810076758632	1.2874758338147214	7.048679234960172e-07	6.703069114040115e-07	1.9317234514764862e-06	6.245154038961674e-05	5.208051627438429e-06	0.00010893441914866108	8.019926845130088e-07
EG10122	0.43463845994705935	0.6986555950329858	2.3174458186291466e-07	3.7187410100526225e-07	6.30894911795619e-07	2.0396480166709507e-05	1.1361586071747705e-06	2.3764506726714206e-05	1.7495811420149515e-07
EG10123	0.8940338332104417	0.953678891811976	4.787020459522298e-07	5.08935741370107e-07	1.297725462248102e-06	4.195473946246073e-05	2.930536332937284e-06	6.129667984485517e-05	4.5127599894228714e-07
EG10124	0.6188485674728003	0.7845643006362528	3.394047680056636e-07	4.34836760078825e-07	8.98283167205574e-07	2.9040993137590744e-05	4.890289207677074e-06	0.00010228792884860203	7.530601557494446e-07
EG10125	2.652199052585233	1.8129488599185979	1.3990371483872365e-06	8.984781043664252e-07	3.8497718024056e-06	0.00012446097241557844	2.8524436545300484e-06	5.966325122881828e-05	4.392504352042728e-07
EG10126	1.0600329950719578	1.0318990861944026	5.679140741149583e-07	5.581853554539761e-07	1.5386798098995366e-06	4.974465895787588e-05	6.607194968647216e-06	0.00013819965653173616	1.0174480610155724e-06
EG10127	0.34971593471007306	0.6476121209904439	1.8797703981868492e-07	3.6425338536096234e-07	5.076265082692132e-07	1.641128152157797e-05	1.1580342895323671e-06	2.422207030741117e-05	1.7832677074996177e-07
EG10128	1.1338210096916392	1.1097328944676683	6.104335475510668e-07	5.938547826093581e-07	1.6457860309659559e-06	5.3207343270061506e-05	2.882340213698141e-06	6.028858379855734e-05	4.4385423398741076e-07
EG10129	1.258486152148658	1.2149015066667057	6.759778650141473e-07	6.485762371298052e-07	1.8267424149545914e-06	5.905756210691804e-05	2.357640376061418e-06	4.9313678761284084e-05	3.6305522094905737e-07
EG10130	1.0001379215226536	1.0428736512809882	5.398565804510458e-07	5.647747870974443e-07	1.4517397421740917e-06	4.693393512114778e-05	2.00679897628304e-06	4.197529065913721e-05	3.090288294739491e-07
EG10131	0.006933208850318015	0.08297674050824431	3.270676545986645e-09	3.958132239129722e-08	1.0063826810482383e-08	3.2535790050514827e-07	5.0201159108103673e-08	1.050034542518644e-06	7.730522897787601e-09
EG10132	0.0004296785898054776	0.020724236200920513	1.6078096165007808e-10	7.75517220107066e-09	6.236954641538431e-10	2.0163726045078048e-08	1.9297217880416356e-09	4.036310258357101e-08	2.97159642005306e-10
EG10133	0.012816092258889307	0.12990134911075038	6.769971164807688e-09	7.222109896553616e-08	1.8603064708588706e-08	6.014266929001057e-07	6.64086219920735e-08	1.3890385849972167e-06	1.0226325089720381e-08
EG10134	6.635574204431524	3.261498757534006	3.4996511010950846e-06	1.5143565596060867e-06	9.631798352423817e-06	0.0003113906617281453	2.5743656187619257e-05	0.0005384682092601418	3.964289414166869e-06
EG10135	6.635574204431524	3.261498757534006	3.4996511010950846e-06	1.5143565596060867e-06	9.631798352423817e-06	0.0003113906617281453	7.242890755077999e-05	0.0015149621274966074	1.1153394428151012e-05
EG10136	1.14160827104762	1.1328845899510376	6.014068733032127e-07	5.874239906915813e-07	1.6570895487607442e-06	5.357277968776737e-05	4.786641588630766e-06	0.00010011997929958715	7.370993630790356e-07
