#
#  ecocyc 27.1 Reactions link table generated on Mon Aug 21, 2023
#
RXN-9789	EC-2.7.7.73
TRANS-RXN0-473	
RXN-9550	EC-3.1.2.14
TRANS-RXN0-284	
RXN-9514	EC-1.1.1.100
TRANS-RXN-412	
RXN-22647	
RXN0-12	
RXN-21408	
TRANS-RXN0-566	
RXN-19473	
TRANS-RXN0-514	
RXN-17846	EC-2.3.2.6
TRANS-RXN0-466	
RXN-17016	EC-2.3.1.15
TRANS-RXN-325	
RXN-14107	EC-7.1.1.8
TRANS-RXN0-596	
RXN-10661	EC-1.3.1.9
TRANS-RXN0-562	
PYFLAVOXRE-RXN	EC-1.2.7.1
TRANS-RXN0-507	
MCPTAP-RXN	EC-3.1.1
TRANS-RXN0-463	
TRANS-RXN0-582	
TRANS-RXN0-274	
GAMMA-GLUTAMYLTRANSFERASE-RXN	EC-2.3.2.2
TRANS-RXN-273	
RXN0-7424	
TRANS-RXN0-585	
CHEYDEPHOS-RXN	EC-3.1.3
TRANS-RXN0-558	
RXN0-724	EC-1.1.98.6
TRANS-RXN0-495	
ADPREDUCT-RXN	EC-1.17.4.1
TRANS-RXN0-459	
RXN0-6992	
TRANS-RXN0-240	
2.7.7.61-RXN	EC-2.7.7.61
TRANS-RXN-146	
RXN0-5513	EC-6.2.1
TRANS-RXN0-579	
1.7.2.2-RXN	EC-1.7.2.2
TRANS-RXN0-539	
RXN0-2145	EC-1.3.1.9
TRANS-RXN0-481	
RXN-9663	EC-1.3.1.9
TRANS-RXN0-448	
RXN-9537	EC-4.2.1.59
TRANS-RXN0-205	
RXN-8629	EC-1.8.1.4
TRANS-RXN-14	
RXN-22575	EC-3.4
TRANS-RXN0-575	
RXN-21026	
TRANS-RXN0-526	
RXN-19366	
TRANS-RXN0-475	
RXN-17363	EC-2.3.1.269
TRANS-RXN0-417	
RXN-17013	EC-2.3.1.51
RXN0-16	
RXN-12876	
TRANS-RXN0-569	
RXN-10658	EC-2.3.1.179	EC-2.3.1.41
TRANS-RXN0-522	
PRODISULFREDUCT-A-RXN	
TRANS-RXN0-467	
MALONYL-ACPDECARBOX-RXN	EC-4.1.1
TRANS-RXN0-281	
THIOREDOXIN-REDUCT-NADPH-RXN	EC-1.8.1.9
TRANS-RXN-361	
FLAVONADPREDUCT-RXN	EC-1.19.1.1
RXN0-7378	EC-2.7.7.59
CHERTARM-RXN	EC-2.1.1
RXN0-7198	EC-2.8.1.10
ABC-22-RXN	
RXN0-6717	
2.3.1.49-RXN	EC-2.3.1.49
RXN0-5231	EC-2.3.1
RXN0-2141	EC-2.3.1.179	EC-2.3.1.41
RXN-9660	EC-1.3.1.9
RXN-9533	EC-4.2.1.59
RXN-5741	EC-6.2.1.47
RXN-22001	EC-1.18.1.1
RXN-20018	
RXN-19079	
RXN-17354	
RXN-15915	
RXN-11483	EC-3.1.1.85
RXN-10655	EC-1.1.1.100
NITRATE-REDUCTASE-CYTOCHROME-RXN	EC-1.9.6.1
RXN0-949	EC-2.8.1.8
FAD-OX-RXN	
RXN0-7371	EC-2.7.7.108
CHEBTSRD-RXN	EC-3.5.1
RXN0-7195	EC-2.8.1
4.2.1.58-RXN	EC-4.2.1.59
RXN0-6531	EC-6.3.1
2.3.1.179-RXN	EC-2.3.1.179
RXN0-5194	EC-2.1.1
RXN0-1144	EC-1.2.4.2
RXN-9657	EC-1.3.1.9
TRANS-RXN0-573	EC-7.6.2.10
RXN-9528	EC-1.1.1.100
TRANS-RXN0-202	EC-7.4.2.11
RXN-23088	
TRANS-RXN-290	EC-7.4.2.12
RXN-21562	
RXN-14455	EC-7.2.2.8
RXN-19950	EC-1.8.5.9
ABC-33-RXN	EC-7.5.2.13	EC-7.5.2.10
RXN-18604	EC-7.1.1.8
ABC-14-RXN	EC-7.4.2.1
RXN-17023	EC-2.3.1.51
TRANS-RXN0-511	
RXN-15889	EC-2.7.8.7
TRANS-RXN-378	EC-7.6.2
RXN-11480	EC-1.1.1.100
TRANS-RXN-238	EC-7.3.2.2
RSTB-RXN	
ABC-8-RXN	EC-7.4.2.9
NARLX-RXN	
ABC-28-RXN	
UHPC-RXN	
ABC-11-RXN	EC-7.2.2.16
HYDROG-RXN	EC-1.12.7.2
TRANS-RXN0-504	EC-7.5.2.1
RXN0-748	EC-1.17.4.1
TRANS-RXN-371	
ENOYL-ACP-REDUCT-NADH-RXN	EC-1.3.1.9
TRANS-RXN-2	EC-7.2.2.6
RXN0-7339	EC-3.1.3
ABC-64-RXN	EC-7.6.2.7
CHEBTAPD-RXN	EC-3.5.1
ABC-25-RXN	EC-7.6.2.11	EC-7.6.2.16
RXN0-7166	EC-2.7.3.9
3.6.3.39-RXN	
3.1.4.14-RXN	EC-3.1.4.14
TRANS-RXN0-491	EC-7.5.2.9
RXN0-6442	
TRANS-RXN-324	EC-7.6.2.9
1.97.1.4-A-RXN	EC-1.97.1.4
RXN0-7041	
RXN0-5055	EC-2.1.3.15
ABC-5-RXN	EC-7.6.2.8
RXN0-1139	EC-6.3.1.20
TRANS-RXN0-454	EC-7.6.2.13
RXN-9558	EC-1.3.1.9
TRANS-RXN-298	
RXN-9523	EC-2.3.1.179	EC-2.3.1.41
RXN0-3	EC-7.4.2
RXN-22651	
ABC-37-RXN	EC-7.4.2.1
RXN-21424	
ABC-19-RXN	EC-7.3.2.5
RXN-19774	EC-2.3.1.269
TRANS-RXN0-593	EC-7.4.2.12
RXN-17943	EC-4.2.1
TRANS-RXN0-222	EC-7.4.2.1
RXN-17020	EC-2.3.1.51
TRANS-RXN-291	EC-7.4.2
RXN-15510	
RXN-8638	EC-7.6.2.9
RXN-11477	EC-4.2.1.59
ABC-34-RXN	EC-7.6.2.10
RIBONUCLEOSIDE-DIP-REDUCTII-RXN	EC-1.17.4.1
ABC-15-RXN	EC-7.4.2.2
MYRISTOYLACYLTRAN-RXN	EC-2.3.1.243
TRANS-RXN0-513	EC-7.4.2
UDPNACETYLGLUCOSAMACYLTRANS-RXN	EC-2.3.1.129
TRANS-RXN-452	EC-7.2.2
GSADENYLATION-RXN	EC-2.7.7.42
TRANS-RXN-250	EC-7.2.2.14
RXN0-745	EC-1.1.98.6
ABC-9-RXN	EC-7.2.2.18
CYTD-RED-RXN	
ABC-3-RXN	EC-7.4.2.1
RXN0-7310	EC-1.8.4.15
ABC-12-RXN	EC-7.4.2.1
CDPREDUCT-RXN	EC-1.17.4.1
TRANS-RXN0-508	EC-7.4.2
RXN0-7095	
TRANS-RXN-372	
3-OXOACYL-ACP-SYNTH-BASE-RXN	EC-2.3.1.41	EC-2.3.1.179
TRANS-RXN-236	EC-7.5.2.6
RXN0-6366	EC-2.8.4.4
ABC-7-RXN	EC-7.3.2.3
1.8.4.13-RXN	EC-1.8.4.13
ABC-26-RXN	EC-7.4.2
RXN0-307	EC-1.6
3.6.3.53-RXN	EC-7.2.2.15
RXN0-1133	EC-2.3.1.12
TRANS-RXN0-492	EC-7.5.2.9
RXN-9790	
TRANS-RXN-328	EC-7.6.2.16
RXN-9555	EC-3.1.2.14
RXN0-7185	
RXN-9516	EC-2.3.1.179	EC-2.3.1.41
ABC-56-RXN	EC-7.6.2.14
RXN-22648	
ABC-23-RXN	EC-7.3.2.2
RXN-21421	EC-1.8.4
3.6.3.23-RXN	EC-7.4.2.6
RXN-19474	EC-6.2.1.72
TRANS-RXN0-478	
RXN-17847	EC-2.3.2.6
TRANS-RXN-312	EC-7.4.2.2
RXN-17017	EC-2.3.1.15
RXN0-4522	EC-7.4.2.11
RXN-14381	
ABC-4-RXN	EC-7.4.2.1
RXN-11361	EC-2.7.7.80
ABC-2-RXN	EC-7.5.2.13	EC-7.5.2.12
PYRUFLAVREDUCT-RXN	EC-1.2.7.1
TRANS-RXN0-617	EC-7.4.2
MCPTAR-RXN	EC-3.1.1
TRANS-RXN0-224	EC-7.6.2
TRANS-RXN0-583	
TRANS-RXN-296	EC-7.6.2.8
GCVP-RXN	EC-1.4.4.2
RXN0-11	EC-7.4.2.10
RXN0-7425	
ABC-35-RXN	EC-7.4.2.2
CITC-RXN	EC-6.2.1.22
ABC-16-RXN	EC-7.5.2.1
RXN0-7271	
TRANS-RXN0-541	
BIOTIN-CARBOXYL-RXN	EC-6.3.4.14
TRANS-RXN0-162	EC-7.6.2.5
RXN0-7047	EC-2.7.3.9
TRANS-RXN-283	
2OXOGLUTDECARB-RXN	EC-1.2.4.2
ATPSYN-RXN	EC-7.1.2.2
RXN0-5514	EC-2.3.1.51
ABC-32-RXN	EC-7.6.2.15
1.7.2.3-RXN	EC-1.7.2.3
ABC-13-RXN	EC-7.4.2.1
RXN0-267	EC-1.11.1.24
TRANS-RXN0-510	
RXN-9787	EC-2.8.1.7
TRANS-RXN-377	EC-7.6.2
RXN-9539	EC-2.3.1.179	EC-2.3.1.41
TRANS-RXN-237	EC-7.5.2.5
RXN-8655	
ABC-70-RXN	EC-7.3.2.3
RXN-22616	
ABC-27-RXN	EC-7.3.2.1
RXN-21204	EC-3.4.24
ABC-10-RXN	EC-7.2.2.17
RXN-19445	EC-6.2.1.71
TRANS-RXN0-503	EC-7.5.2.1
RXN-17823	EC-2.1.1
TRANS-RXN-366	EC-7.6.2.2
RXN-17014	EC-2.3.1.51
RXN0-7186	
RXN-13031	EC-3.5.1.138
ABC-63-RXN	EC-7.2.2.20
RXN-10659	EC-1.1.1.100
ABC-24-RXN	EC-7.6.2.11
PROTEIN-KINASE-RXN	EC-2.7.11	EC-2.7.11.11	EC-2.7.12.1	EC-2.7.11.12	EC-2.7.11.17	EC-2.7.11.1	EC-2.7.11.13	EC-2.7.11.22	EC-2.7.11.21	EC-2.7.11.34	EC-2.7.11.31
3.6.3.3-RXN	EC-7.2.2.21
MALONYL-COA-ACP-TRANSACYL-RXN	EC-2.3.1.39
TRANS-RXN0-479	
THIOREDOXIN-RXN	
TRANS-RXN-320	EC-7.5.2
FMN-OX-RXN	
RXN0-5205	EC-7.2.2.12
RXN0-7387	
ABC-42-RXN	EC-7.5.2.8
CHERTRGM-RXN	EC-2.1.1
ABC-20-RXN	EC-7.2.2
RXN0-722	EC-1.17.4.1
TRANS-RXN0-268	EC-7.4.2.6
ACP-S-ACETYLTRANSFER-RXN	EC-2.3.1.38
TRANS-RXN-297	
RXN0-6718	
RXN0-21	EC-3.6.3
2.7.13.1-RXN	EC-2.7.13.1
ABC-36-RXN	EC-7.4.2.2
RXN0-5419	
ABC-18-RXN	
1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN	EC-2.3.1.51
RXN0-2142	EC-1.1.1.100
RXN-9661	EC-1.3.1.9
RXN-9535	EC-2.3.1.41	EC-2.3.1.179
RXN-7101	
RXN-22002	
RXN-20019	
RXN-19340	
RXN-17355	
RXN-16381	
RXN-12274	EC-1.17.98.4
RXN-10656	EC-4.2.1.59
PALMITOTRANS-RXN	EC-2.3.1.242
LAUROYLACYLTRAN-RXN	EC-2.3.1.241
TDCEACT1-RXN	EC-1.97.1.4
FAD-RED-RXN	
CHER-RXN	EC-2.1.1.80
RXN0-7196	EC-2.8.1.10
4.2.1.59-RXN	EC-4.2.1.59
RXN0-6547	
2.3.1.180-RXN	EC-2.3.1.180
RXN0-5204	EC-3.4.11.23
RXN0-1147	EC-2.3.1.61
RXN-9658	EC-1.3.1.9
RXN-9531	EC-2.3.1.179	EC-2.3.1.41
RXN-23850	EC-1.7.99
RXN-21566	EC-2.8.1.7
RXN-19952	
RXN-18605	EC-1.7.2.2
RXN-17024	EC-2.3.1.51
RXN-15890	
RXN-11481	EC-4.2.1.59
RXN-10462	EC-2.3.1.15
NARPQ-RXN	
URIDYLREM-RXN	
RXN0-801	EC-2.7.7.59
ENOYL-ACP-REDUCT-NADPH-RXN	EC-1.3.1.10	EC-1.3.1.104	EC-1.3.1.39
RXN0-7348	EC-3.1.3
CHEBTARD-RXN	EC-3.5.1
RXN0-7169	
3.4.11.1-RXN	EC-3.4.11.9	EC-3.4.11.1
RXN0-6445	EC-2.3.1
2.1.1.63-RXN	EC-2.1.1.63
RXN0-5098	EC-6.3.1.20
RXN0-1140	EC-6.3.1.20
RXN-9590	EC-2.3.1.274
RXN-9524	EC-1.1.1.100
RXN-22956	
RXN-21425	
RXN-19780	EC-3.1.3
RXN-18434	EC-2.3.1.267
RXN-17021	EC-2.3.1.51
RXN-15511	
RXN-11478	EC-1.3.1.9
RIBONUCLEOSIDE-TRIP-REDUCT-RXN	EC-1.1.98.6
MYRPALMTRAN-RXN	EC-2.3.1.243
UDPREDUCT-RXN	EC-1.17.4.1
GSDEADENYLATION-RXN	EC-2.7.7.89
RXN0-746	EC-1.1.98.6
DEPHOSICITDEHASE-RXN	EC-3.1.3
RXN0-7312	
CHEBDEAMID-RXN	EC-3.5.1.44
RXN0-7096	
3-OXOACYL-ACP-SYNTH-RXN	EC-2.3.1.179	EC-2.3.1.41
RXN0-6385	EC-2.8.1
1.8.4.14-RXN	EC-1.8.4.14
RXN0-312	EC-3.1.3
RXN0-1134	EC-1.2.4.1
RXN-982	EC-1.20.4.1
RXN-9556	EC-1.1.1.100
RXN-9518	EC-1.1.1.100
RXN-22649	
RXN-21422	EC-1.8.4
RXN-19618	EC-1.7.2.3
RXN-17848	EC-2.3.2.6
RXN-17018	EC-2.3.1.15
RXN-14391	EC-3.6.4
RXN-11474	EC-2.3.1.179	EC-2.3.1.41
REDUCEDFE-S-RXN	
MCPTRG-RXN	EC-3.1.1
TRANS-RXN0-618	EC-2.7.1
GCVT-RXN	EC-2.1.2.10
RXN0-7428	
CITRYLY-RXN	EC-4.1.3.34
RXN0-7297	EC-3.6.1
BIOTINLIG-RXN	EC-6.3.4.15
TRANS-RXN0-234	
RXN0-7048	
RXN0-5259	
3-HYDROXYDECANOYL-ACP-DEHYDR-RXN	EC-4.2.1.59
RXN-17758	
RXN0-5522	
RXN0-6954	
1.8.1.4-RXN	EC-1.8.1.4
RXN0-5254	
RXN0-2721	EC-1.18.98
RXN-17662	
RXN-9788	EC-2.8.1
RXN0-6490	
RXN-9540	EC-1.1.1.100
RXN0-5245	
RXN-8668	EC-1.8.4.11
RXN-16333	
RXN-22646	
RXN0-6370	
RXN-19472	EC-6.2.1
RXN-924	
RXN-17824	EC-2.1.1.63
RXN-15815	
RXN-17015	EC-2.3.1.51
RXN0-5265	
RXN-13039	
RXN-19019	
RXN-10660	EC-4.2.1.59
TRANS-RXN0-237	
PROTEIN-TYROSINE-PHOSPHATASE-RXN	EC-3.1.3.48
RXN0-5261	
MCPMETEST-RXN	EC-3.1.1.61
RXN-17759	
TORT-RXN	
RXN0-7005	
FMN-RED-RXN	
RXN0-5255	
RXN0-7395	EC-3.1.3
RXN-17751	
CHERTSRM-RXN	EC-2.1.1
RXN0-6678	
RXN0-723	EC-1.1.98.6
RXN0-5248	
ACYLGPEACYLTRANS-RXN	EC-2.3.1.40
RXN-17651	
RXN0-6990	
RXN0-6372	
2.7.3.9-RXN	EC-2.7.3.9
RXN0-5242	
RXN0-5468	
RXN-16329	
1.3.1.9-RXN	EC-1.3.1.9
RXN0-5269	
RXN0-2144	EC-4.2.1.59
RXN-20149	
RXN-9662	EC-1.3.1.9
RXN0-5262	
RXN-9536	EC-1.1.1.100
RXN-18581	
RXN-7716	EC-1.8.1.4
RXN0-7421	
RXN-20428	EC-2.3.2
RXN0-5257	
RXN-19342	
RXN-17757	
RXN-17362	EC-3.4.23.36
RXN0-6684	
RXN-17012	EC-2.3.1.51
RXN0-5253	
RXN-12473	EC-2.8.1.11
RXN-17661	
RXN-10657	EC-1.3.1.9
RXN0-6375	
PHOSICITDEHASE-RXN	EC-2.7.11.5
RXN0-5244	
LEUCYLTRANSFERASE-RXN	EC-2.3.2.6
RXN-16330	
THIAZOLSYN2-RXN	EC-2.8.1.10
RXN0-5309	
FERREDOXIN--NAD+-REDUCTASE-RXN	EC-1.18.1.3
RXN-24085	
RXN0-7373	
RXN-12827	
CHERTAPM-RXN	EC-2.1.1
RXN0-5263	
RXN0-7197	EC-2.8.1
RXN-18603	
4.2.1.61-RXN	EC-4.2.1.59
RXN0-6705	EC-2.3.1.51
2.3.1.41-RXN	EC-2.3.1.41
RXN0-5211	EC-2.7.11
RXN0-20	EC-2.5.1.145
RXN-9659	EC-1.3.1.9
RXN-9532	EC-1.1.1.100
RXN-24036	
RXN-21992	
RXN-20016	
RXN-18678	
RXN-17127	EC-6.3.1.20
RXN-15891	
RXN-11482	EC-1.3.1.9
RXN-10654	EC-2.3.1.179	EC-2.3.1.41
NARPX-RXN	
URITRANS-RXN	EC-2.7.7.59
RXN0-947	EC-2.3.1.181
ENTDB-RXN	EC-2.7.8.7
RXN0-7370	
CHEBTRGD-RXN	EC-3.5.1
RXN0-7192	
3.4.21.107-RXN	EC-3.4.21.107
RXN0-6499	
2.3.1.128-RXN	EC-2.3.1.266
RXN0-5177	
RXN0-1141	EC-6.3.1.20
RXN-9655	EC-4.2.1.59
RXN-9527	EC-2.3.1.179	EC-2.3.1.41
RXN-22964	EC-2.3.1.313
RXN-21426	EC-1.8.4.15
RXN-19949	
RXN-18584	EC-7.1.1.8
RXN-17022	EC-2.3.1.51
RXN-15512	
RXN-11479	EC-2.3.1.179	EC-2.3.1.41
RSTA-RXN	
NARLQ-RXN	
UHPB-RXN	
HOLO-ACP-SYNTH-RXN	EC-2.7.8.7
RXN0-747	EC-1.17.4.1
DISULFOXRED-RXN	EC-1.8.4
RXN0-7329	EC-3.1.3
CHEBDEP-RXN	
RXN0-7105	
3.1.3.16-RXN	EC-3.1.3.16
RXN0-6435	EC-6.2.1
1.8.4.8-RXN	EC-1.8.4.8
RXN0-3341	
RXN0-1138	
RXN-9557	EC-4.2.1.59
RXN-9520	EC-4.2.1.59
RXN-22650	
RXN-21423	
RXN-19619	EC-1.7.2.3
RXN-17897	EC-1.18.1.2
RXN-17019	EC-2.3.1.51
RXN-15509	
RXN-11476	EC-1.1.1.100
RIBONUCLEOSIDE-DIP-REDUCTI-RXN	EC-1.17.4.1
MCPTSR-RXN	EC-3.1.1
UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN	EC-2.3.1.191
GDPREDUCT-RXN	EC-1.17.4.1
RXN0-7444	
CITTRANS-RXN	EC-2.8.3.10
RXN0-7299	EC-3.6.1
BUTYRYL-COA-DEHYDROGENASE-RXN	EC-1.3.8.1
RXN0-7084	
3-OXOACYL-ACP-REDUCT-RXN	EC-1.1.1.100
RXN0-6271	
1.8.4.12-RXN	EC-1.8.4.12
RXN0-2787	
RXN0-1132	EC-1.8.1.4
RXN-5822	EC-3.1.3.108
RXN0-7080	
ASPARAGHYD-RXN	EC-3.5.1.38	EC-3.5.1.1
PHOSPHASERDECARB-RXN	EC-4.1.1.65
RXN-16690	
RXN-24044	EC-1.17.7.4
RXN0-7014	EC-2.3.1.280
PEROXID-RXN	EC-1.11.1.7
RXN-16312	EC-1.10.3.2
RXN-23946	
AMP-DEPHOSPHORYLATION-RXN	EC-3.1.3.5
RXN0-6980	EC-3.4.13.18
OXALOACETATE-TAUTOMERASE-RXN	EC-5.3.2.2
RXN-15761	EC-3.1.6.21
RXN-23920	
ALDEHYDE-DEHYDROGENASE-NADP+-RXN	EC-1.2.1.4
RXN0-6941	EC-1.16.1.9
NMNAMIDOHYDRO-RXN	EC-3.5.1.42
RXN-15293	
RXN-23900	
ADENYLATECYC-RXN	EC-4.6.1.1
RXN0-6576	EC-2.1.1.265
N-ACETYLTRANSFER-RXN	EC-2.3.1.1
RXN-15041	EC-3.1.1.96
RXN-23881	
ACONITATEDEHYDR-RXN	
RXN0-6523	EC-3.1.26.12
MANNPDEHYDROG-RXN	EC-1.1.1.17
RXN-14809	
RXN-22775	
ACECOATRANS-RXN	EC-2.8.3.8
RXN0-6452	
LXULRU5P-RXN	EC-5.1.3.22
RXN-14521	EC-3.1.3.34
RXN-22607	
4OHBENZOATE-OCTAPRENYLTRANSFER-RXN	EC-2.5.1.39
RXN0-5462	EC-3.6.1	EC-3.6.1.15	EC-3.6.5.6	EC-3.6.5.5	EC-3.6.5.4	EC-3.6.5.3	EC-3.6.5.2	EC-3.6.5.1
KDUD-RXN	EC-1.1.1.125
RXN-14479	EC-3.1.1
RXN-22328	
3.4.21.89-RXN	EC-3.4.21.89
RXN0-5391	EC-5.3.3.8
IMPCYCLOHYDROLASE-RXN	EC-3.5.4.10
RXN-14286	EC-2.4.1.1
RXN-21565	
3.4.11.18-RXN	EC-3.4.11.18
RXN0-5289	EC-1.1.1.60
HISTAMINOTRANS-RXN	EC-2.6.1.9
RXN-14181	EC-3.1.3.74
RXN-21270	EC-3.5.1.135
RXN0-5213	EC-1.1.1
GTPPYPHOSKIN-RXN	EC-2.7.6.5
RXN-14073	EC-3.1.4.46
RXN-21024	
3-DEHYDROQUINATE-DEHYDRATASE-RXN	EC-4.2.1.10
RXN0-5181	EC-3.2.1.1
URIDINE-NUCLEOSIDASE-RXN	EC-3.2.2.3
GLYOXI-RXN	EC-4.4.1.5
RXN-13615	EC-1.3.8.7
RXN-20755	
2.6.1.57-RXN	EC-2.6.1.57
RXN0-5114	EC-3.1.3.3
UDP-NACMURALGLDAPAALIG-RXN	EC-6.3.2.10
GLY3KIN-RXN	EC-2.7.1.31
RXN-12862	
RXN-20457	
2-OCTAPRENYL-6-METHOXYPHENOL-HYDROX-RXN	EC-1.14.13
RXN0-5038	EC-3.1.4.53
TRE6PHYDRO-RXN	EC-3.2.1.93
GLUCOSAMINE-KINASE-RXN	EC-2.7.1.8
RXN-12539	
RXN-19959	EC-6.2.1.2
1.1.1.168-RXN	EC-1.1.1.358	EC-1.1.1.168	EC-1.1.1.214
RXN0-4222	EC-3.1.13.1
THREONINE-ALDOLASE-RXN	EC-4.1.2.48	EC-4.1.2.5
GDP-GLUCOSIDASE-RXN	EC-3.2.1.42
RXN-12071	EC-1.3.1.87
RXN-19726	EC-3.1.1.96
RXN0-3601	EC-2.8.3.21
SULFITE-REDUCT-RXN	EC-1.8.1.2
FUCISOM-RXN	EC-5.3.1.25
RXN-11835	EC-5.4.99.21
RXN-19311	EC-3.1.1.5
RXN0-305	EC-5.3.1.22
SORB6PDEHYDROG-RXN	EC-1.1.1.140
ERYTHRON4PDEHYDROG-RXN	EC-1.1.1.290
RXN-11600	EC-2.1.1.189
RXN-18739	EC-1.14.11.33
RXN0-2621	EC-3.1.25
RXN1ZN3-10	
DNA-DIRECTED-RNA-POLYMERASE-RXN	EC-2.7.7.6
RXN-11409	
RXN-18232	
RXN0-2023	EC-2.8.1.13
RXN0-7434	EC-3.1.1
DIHYDLIPACETRANS-RXN	EC-2.3.1.12
RXN-10819	EC-6.2.1.30
RXN-17920	
RXN0-1342	EC-2.4.99.17
RXN0-7391	EC-3.5.1
DEOXYNUCLEOTIDE-3-PHOSPHATASE-RXN	EC-3.1.3.34
RIBOSYLHOMOCYSTEINASE-RXN	EC-4.4.1.21
RXN-17791	EC-2.3.1.16
RXN-9560	
RXN0-7345	EC-2.3.1
DAHPSYN-RXN	EC-2.5.1.54
R15-RXN	EC-2.6.1.88
RXN-17775	EC-1.3.8.8
RXN-8654	
RXN0-7280	EC-1.14.11.33
COBALADENOSYLTRANS-RXN	
PYRAMKIN-RXN	EC-2.7.1.35
RXN-17630	EC-3.5.1.124
RXN-7913	EC-2.7.4.25	EC-2.7.4.14	EC-2.7.4.13
RXN0-7154	EC-1.1.1.2
BRANCHED-CHAINAMINOTRANSFERVAL-RXN	EC-2.6.1.42
PREPHENATEDEHYDRAT-RXN	EC-4.2.1.51
RXN-17009	EC-2.3.1.51
RXN-16997	
RXN-3641	EC-2.3.1.174
